razon_social,establecimiento,producto
MAMINA SRL,ESTABLECIMIENTO MAMINA, SAUCO
MOTTINO CARLOS ANGEL,LOS MANANTIALES (ANIMAL),VACAS
PARALELO 42  S.A.,VALLE DEL MEDIO, ZARZAMORA
ROSA PATAGONICA S.A.,ROSA PATAGONICA, MORILLAS Y HIPERICOM
SCHULZE HERNAN LEO,LAS MELLIZAS Y SECCION LA BUENA FE (ANIMAL), CARNEROS
AGROYATAY S.R.L.,LA MARGARITA, SORGO BLANCO
CAMAÑO JULIO,SAN ANTONIO,INCULTO
CAMAÑO JULIO,SAN ANTONIO, MONTE
FIGUEROA BUNGE MARIANO,LA EVANGELINA,CAMPO NATURAL
SOCAS CARLOS MARIA,LA MARMOL - SAN PANCHO, TOROS
SOCAS CARLOS MARIA,LA MARMOL - SAN PANCHO, TERNEROS
SOCAS CARLOS MARIA,LA MARMOL - SAN PANCHO, NOVILLOS
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA), DURAZNO
CAMPO ALEGRE S.A.,FINCA CAMPO ALEGRE, MAIZ
PALMA SOLA FARMS S.R.L,PALMA SOLA, CHIA (SALVIA HISPANICA L)
LOS AMIGOS S.H.,DON SERAFIN - EL CARMEL, COLMENAS
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,FINCAS EL RENUEVO, LAUREL
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,FINCA CIUDADELA,VID
COVARRUBIAS SA,COVARRUBIAS,VID
EMPRENDIMIENTOS DEL NORTE SRL,FINCA LA ANDALUZA,OLIVOS
FREZZI SACIAG,FINCA FREZZI II,PASAS DE UVA
INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A.,FINCA TIMBO RIOJANA, ACEITUNAS
AGROROSAL S.A.,FINCA LA LUCERA,VID
BAMENEX S.A.,FINCA EL CARRIZAL, AJO
BLANCO JOSE,UGARTECHE,UVAS
"BOCARDO, MARCELO",MARCELO BOCARDO,VID
COMPAÑIA DE AGROSERVICIOS S.A.,DON JORGE, ACEITUNAS
CUNCO S.A.,FINCA CUNCO, ABONO VERDE
CUNCO S.A.,FINCA CUNCO, DESCANSO
DOMAINE JEAN BOUSQUET  S.A.,FINCA DOMAINE BOUSQUET,VID
EDUARDO Y FABIAN CAMPAGNA SH,LOS CORRALITOS,HORTALIZAS
ESTANCIA CASA DE UCO S.A.,ESTANCIA CASA DE UCO,VID
FENIX S.A.,FINCA REAL DEL PADRE,DAMASCO
FRUTOS DE SANTA ROSA S.A.,FINCA BELTRAN,ACEITUNAS
JESUS CARLOS FANTELLI E HIJOS,FINCA BODEGA,UVAS
JESUS CARLOS FANTELLI E HIJOS,AGUSTIN,UVAS PARA VINIFICAR
LIPTOV S.A.,LA ESTRELLA, DAMASCOS Y NUECES
LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS, DURAZNO
MIX S.A.,UVAS DEL DESIERTO,UVAS
PARRA SA,CUARTEL 24 (EX PARRA SA),OLIVOS
PEDRO Y JORGE CECCHIN S.R.L.,FINCAS RUSSEL  - JUNIN  - UGARTECHE, OLIVO
PUERTO ANCONA S.A.,VISTA FLORES,UVAS
R6 LA GUEVARINA S.A.,R6 LA GUEVARINA,ESPARRAGO
RABIDA ESCOBAR MARIA PAULA,FINCA 2R, INCULTO
RABIDA ESCOBAR MARIA PAULA,FINCA 2R, OLIVO
SOLANDES S.A.,SOLANDES, INCULTO
SONIA Y LILIANA FERRO S.H.,RODRIGUEZ PEÑA,CIRUELAS
VAL DE FLORES S.A.,VAL DE FLORES, INCULTO
VALENTIN BIANCHI SACIF,FINCA ASTI,VID
VIÑAS DE ALTO SALVADOR S.A.V.A.I.C,"FINCA ""LA SEDE "" (INV F 01047)(EX CENTRAL)",VID
ANTUNEZ FLORES ANTONIO CARLOS/ QUENSSELL MARCOS/DE MATOS GRISELDA,IFAI - LOTE 26,CAÑA DE AZUCAR
CARDOZO RICARDO ROGELIO,IFAI - LOTE 172,CAÑA DE AZUCAR
CHESSANI JORGE / IASINSKI DANIELA LUCIA,IFAI - LOTE 15,CAÑA DE AZUCAR
CUATRO CAMINOS S.R.L.,CUATRO CAMINOS, TE
DE OLIVERA HECTOR ELIAS /ADELA KARINA / RODRIGUEZ HILDA,IFAI - LOTE 4,CAÑA DE AZUCAR
ENRIQUE VICTOR ARRUA,MALCRIADO,YERBA MATE
FISHER CLAUDIO ARIEL/ TIERLING RAUL,IFAI - LOTE 8,CAÑA DE AZUCAR
FUNDACION ALBERTO ROTH,FUNDACION ALBERTO ROTH,YERBA MATE
GALVAN MARIELA ANDREA,IFAI - LOTE 19,CAÑA DE AZUCAR
GOMEZ HECTOR,IFAI - LOTE 94,CAÑA DE AZUCAR
GRABARCZUK TERESA/STECIUK NORA ISABEL,IFAI - LOTE 2 A,CAÑA DE AZUCAR
HARTMANN MARIO / PRESTES LORENA ADRIANA / PRESTES CARLOS DAVID,IFAI - LOTE 69,CAÑA DE AZUCAR
HEINZMANN ENRIQUE CRISTIAN,ENRIQUE CRISTIAN HEINZMANN,YERBA MATE
KAPELINSKI JOSE ESTEBAN/CRISTIAN ARIEL,IFAI - LOTE 17,CAÑA DE AZUCAR
KOTH ITATI MARIA EVANGELINA,ROA PIPO,YERBA MATE
LA CONDICION S.A.,ISTUETA KM 300,SIN PROD.
MARCELO MANUEL LIMA / MANUEL ALTAMIRO LIMA,IFAI - LOTE 4,CAÑA DE AZUCAR
MARQUEZ JUAN ANDRES,IFAI - LOTE 145,CAÑA DE AZUCAR
MARTIN JAVIER SALOMON SAAIED,CHACRA ADAMA, QUINOTO
NUÑEZ JUAN BAUTISTA/ GIMENEZ ULISES,IFAI - LOTE B1,CAÑA DE AZUCAR
OLIVERA RAMON HECTOR,IFAI - LOTE 8,CAÑA DE AZUCAR
OLIVERA ROSA/PALCHICOVSKI SERGIO RAMON,IFAI - LOTE 5,CAÑA DE AZUCAR
PAEZ DONATO / DE LIMA ELIO,IFAI - LOTE 4 Y 5,CAÑA DE AZUCAR
PARK ANNA,ANNA PARK, CAPUERA
PEREIRA MARIANO LIZARDO,IFAI - LOTE 114,CAÑA DE AZUCAR
PORTO CARLOS JAVIER,IFAI - LOTE 28 A,CAÑA DE AZUCAR
ROTTA HERMELINDO / ROTTA GLADIS NOEMI,IFAI - LOTE 69,CAÑA DE AZUCAR
SENIO CRISTIAN/LORENZO YOLANDA,IFAI - LOTE 231,CAÑA DE AZUCAR
SKUREK FERNANDO ARIEL,DORJE, YERBA MATE
TRACHUK LUIS ADOLFO,IFAI - LOTE 82 N,CAÑA DE AZUCAR
VARELA CLAUDIO,EL LAPACHO,YERBA MATE
VARELA CLAUDIO,EL LAPACHO, STEVIA
"BARTUSCH, RODOLFO",RIO NEUQUEN,MANZANA
"BARTUSCH, RODOLFO",FIDEL (LOTE 154),PERA
"BARTUSCH, RODOLFO",VIVERO (LOTE 122), CIRUELA
"CARDENAS, JUANA ROSA",LOTE 160,MANZANA
LA DELICIOSA S.A.,CHACRA 34 LOTES B Y D, PERA
LA DELICIOSA S.A.,EL ALPATACO,MANZANA
"MARTIN, OSCAR ALFREDO",EL LUPULAR ORGANICS FARM, PERA
"MONACHESI, ALEJANDRO GABRIEL",LA CRISTINA,MANZANA
"MONACHESI, ALEJANDRO GABRIEL",LA CRISTINA, CIRUELA
"RETAMAL FERNANDEZ, JOSE E.","CHACRA ""EPUYEN""",MANZANA
SAHORES S.A.,SAHORES S.A.,MANZANAS
"SANCHEZ, GLADYS MABEL","SANCHEZ, GLADYS MABEL",PERA
SERHEN SRL,CHACRA 32, PERA
SUC. VANNICOLA RAUL ANTONIO,ESCRAY,MANZANA
TECNITERRA SACIA,CHACRA 20,MANZANA
TECNITERRA SACIA,PICADA 8,PERA
TECNITERRA SACIA,PICADA 8, CIRUELA
ADRION PAUL,CHACRA HUMUS, VAQUILLONAS
ADRION PAUL,CHACRA HUMUS, TOROS
"BARZI, GUILLERMO AMADEO",CHACRA 173,MANZANA
BIOVALLE S.A.,CURUNDU - BIOVALLE B - SECTOR HORNERO B - HORNERO C Y PUCCINI NORTE,MANZANAS Y PERAS
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 205,MANZANA
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 205, PERA
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 216 B,MANZANA
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 216 B, PELON
ERICH JUAN  ROSAUER,COMODATO: ZOILO S.A/ JUAN ERICH ROSAUER,MANZANAS Y PERAS
ESTABLECIMIENTO SANTA MARIA S.R.L.,ESTABLECIMIENTO SANTA MARIA SRL,MANZANA
ESTABLECIMIENTO SOLEDAD SA,CHACRA Nº 388, PERA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,CHACRA 215, DURAZNO
GALERA EMETERIO,LOTE 4D,MANZANAS Y PERAS
"GARCIA, JOAQUIN",GARCIA JOAQUIN,MANZANA
"GARCIA, JOAQUIN",GARCIA JOAQUIN, PERA
GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO, ZARZAMORA
GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO, INCULTO
"GREGORI, ROMULO LUIS",CHACRA Nº 197,MANZANA
HURACAN FRUIT S.R.L.,CHACRA 145E, PERA
INTERRUPCION S.A.,SECCION SEGUNDA,PERA
INTERRUPCION S.A.,SECCION SEGUNDA, MEMBRILLO
JOSE BARRESI S.A.,CHACRA 170,MANZANA
JOSE BARRESI S.A.,CHACRA 170, PERA
LA ANGOSTURA S.R.L.,LA ANGOSTURA, CARNEROS
LA CONQUISTA SRL,LA CONQUISTA,MANZANA
LAINO HERMANOS S.A.,CHACRA 231, PERA
LAINO HERMANOS S.A.,LA CASONA, PERA
"MARTIN, OSCAR ALFREDO",EL SAUCE,MANZANA
NATURAL S.R.L,CROACIA,MANZANA
"PARRA, ROBERTO",CHACRA Nº 269, PERA
"PARRA, ROBERTO",EDU II, PELON
PEREZ MAGDALENA Y DANIEL,CHACRA 170,MANZANA
PEREZ MAGDALENA Y DANIEL,CHACRA 170, PERA
RICCONO HORACIO C.,CHACRA VIEJA (004-1C),PERAS
"SANCHEZ, HUGO OSVALDO",LA MAGNOLIA,MANZANA
"VIZZOTTO, ALBERTO",VIZZOTTO ALBERTO,MANZANA
EMAISA S.A.,FINCA SAN CARLOS,CAÑA DE AZUCAR
EMAISA S.A.,FINCA SANTA ROSA, MONTE
GARELY S.A.,FINCA LAS PAVAS, DESCANSO
GARELY S.A.,FINCA LAS PAVAS, MONTE
MERCADO DANIEL OSVALDO,FINCA QUISCALORO, POROTO
MERCADO DANIEL OSVALDO,FINCA QUISCALORO, CAPUERA
PEÑAVID SA,EL TRANSITO,VID
SANZ NAVAMUEL SEBASTIAN,FINCA TORZALITO, DESCANSO
TERMINAL DE CARGAS AEREAS SA,RAMADITA,CHIA
DE MI CAMPO S.A.,FINCA EL ENCUENTRO, AJI
DE MI CAMPO S.A.,FINCA EL ENCUENTRO, NOGAL
DE MI CAMPO S.A.,FINCA EL ENCUENTRO, ESTRAGON
DE MI CAMPO S.A.,FINCA EL ENCUENTRO, ALFALFA
GOMEZ PEDRO VICENTE,GRANJA TIA NORA, VID
GOMEZ PEDRO VICENTE,GRANJA TIA NORA, HIGOS
GOMEZ PEDRO VICENTE,GRANJA TIA NORA, INCULTO
ICEBERG AGRICOLA S.A.,CULTIVOS ANDINOS, ESPARRAGOS
ICEBERG AGRICOLA S.A.,SANTOS ROBERTO, BROCOLI
ICEBERG AGRICOLA S.A.,LENCINAS RAUL,ESPARRAGOS
ICEBERG AGRICOLA S.A.,BLANES SILVANA ELIZABETH,ESPARRAGOS
ICEBERG AGRICOLA S.A.,BLANES SILVANA ELIZABETH, INCULTO
PEÑAVID SA,FINCA SAN MARTIN,VID
BORGHI MARIA LILIANA,"EL CUADRO, EL REMANSO, EL VERGEL, EL ALTO (EX SANTA MARIA)",PASTURA NATURAL
FLORIN RAIMUNDO CARLOS,PIEDRA DEL AGUA,VACAS
FLORIN RAIMUNDO CARLOS,PIEDRA DEL AGUA, TERNEROS
JEWTUSZYK MIRTHA EDITH,BAUERHAUS,ZAPALLO
CIMADEVILLA ALEJANDRO,EL MOSCOSO, BORREGOS
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA CONDOR,GANADERIA OVINA (CARNE Y LANA)
ESTANCIAS SARA BRAUN S.A.,SOFIA - BELLA VISTA- SAN ANTONIO,VAQUILLONAS
FUHRMANN S.A,SARAI, CAPONES
IONA S.R.L.,CERRO CUADRADO,OVEJAS
TIRACHINI ALEJANDRO HECTOR,LA CHAIRA-LA JUANITA-LA PORTEÑA, CAPONES
EL ROBLE EMPRENDIMIENTOS S.A.,CASA GRANDE,TRIGO
FRANK CARLOS WALTER,CARLOS WALTER FRANK,MIEL
GOMEZ BRAVO OSCAR A. Y COOPSOL LTDA.,APIARIO AB,MIEL Y SUBPRODUCTOS DE LA COLMENA
PEREZ WALTER E. Y COOPSOL LTDA.,APIARIO AN,MIEL Y SUBPRODUCTOS DE LA COLMENA
BERRIES DEL ACONQUIJA SA.,FINCA LOMA LINDA, FRUTILLA
EL MADERO S.R.L.,EL MADERO,ARANDANO
GARCIA DANIEL SEBASTIAN,ORGANICOS DEL SUR,CHIA (SALVIA HISPANICA L)
KINGBERRY S.A.,FINCA COCHAMOLLES,ARANDANO
MULTIFRUT S.R.L.,FINCA ZAPULLA, INCULTO
SIGSTAD JUAN,FINCA LOS PIZARROS Y FINCA SAN IGNACIO,PALTA
ESTANCIA MARIA BEHETY S.A.,MARIA BEHETY, TOROS
ESTANCIA MARIA BEHETY S.A.,MARIA BEHETY, TERNERAS
ESTANCIAS SARA BRAUN S.A.,ESTANCIA SARA,VACAS
LABORATORIOS FERRINI S.A.I.C.I.,LABORATORIOS FERRINI S.A.I.C.I., CREMA FACIAL ANTIAGE
LABORATORIOS FERRINI S.A.I.C.I.,LABORATORIOS FERRINI S.A.I.C.I., CREMA FACIAL NOCTURNA NUTRITIVA
LABORATORIOS FERRINI S.A.I.C.I.,LABORATORIOS FERRINI S.A.I.C.I., ACEITE DE LIMPIEZA
MIEL CETA S.R.L.,MIEL CETA S.R.L.,MIEL
BANDERITAS S.A.,BANDERITAS S.A.,ACOPIO DE CEREALES Y OLEAGINOSAS
BIO GRAINS SA,BIO GRAINS SA, GIRASOL
BIO GRAINS SA,BIO GRAINS SA, COLZA
BIO GRAINS SA,BIO GRAINS SA, ARROZ
BIO GRAINS SA,BIO GRAINS SA, CENTENO
BIO GRAINS SA,BIO GRAINS SA, MIJO Y ACEITE DE GIRASOL
CIDEL ORGANICA SRL,CIDEL ORGANICA SRL,FRUTAS Y HORTALIZAS.
HIGH DOOR S.A.,HIGH DOOR S.A., DULCES
KUMAGRO S.A.,KUMAGRO S.A., MAIZ
KUMAGRO S.A.,KUMAGRO S.A., SORGO
KUMAGRO S.A.,KUMAGRO S.A., ARVEJA
KUMAGRO S.A.,KUMAGRO S.A., CEBADA
KUMAGRO S.A.,KUMAGRO S.A., LINO
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, YERBA MATE (SUAVE
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, COMPUESTA
GIMAI SA,LA AMISTAD, ESCAROLA
"PROVERBIO, JUAN MARIANO",LOTE 111,HORTICULTURA
PROVIDENCE SA,SANTA ELENA, GANADERIA BOVINA
ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO, ESPARRAGOS
ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO, ALCAUCIL
TENAX S.A.,FINCA DON PEDRO, NARANJA
HUANQUI S.A.,ALTOS VERDES, TRIGO
RIGO MARQUES GILMAR,PIRAYU, DESCANSO
RIGO MARQUES GILMAR,PIRAYU, ARROZ
EL REZONGO SH,RAGOBET (ANIMAL), BORREGAS
EL REZONGO SH,RAGOBET (ANIMAL), CAPONES
FUHRMANN S.A,LAS VIOLETAS, LANA SUCIA
GARCIA SALVADOR O.,SAN GENARO, OVEJAS
PARALELO 42  S.A.,VALLE DEL MEDIO, CAMPO NATURAL
RAICES PATAGONICAS S.A.,EL MIRABUENO (ANIMAL), OVEJAS
SCHULZE HERNAN LEO,LAS MELLIZAS Y SECCION LA BUENA FE (ANIMAL),OVEJAS
CAUPOLICAN S.R.L.,LA CATALINA,CEREALES Y OLEAGINOSAS
CAMPO ALEGRE S.A.,FINCA CAMPO ALEGRE,CAÑA DE AZUCAR
MORALES GUSTAVO ROBERTO,FINCA MORALES, FORESTALES
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,FINCA CIUDADELA II (EXFEDERADA RIOJANA SA),VID
ORO NEGRO S.A.,ORO NEGRO, OLIVOS
ARTEL INC,EL LUCAS,VID
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,INCULTO
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO, DAMASCO
DJALLAD ANA REBECA,LA AMISTAD, CIRUELA
DJALLAD ANA REBECA,LA AMISTAD, TOMATE
LACIENDA SA,REPRESA TREGEA,VID
MONTLAIZ S.R.L.,LA FLOR,UVAS PARA VINIFICAR
PROVIVA S.R.L.,ALTAMIRA II,UVAS
SANES S.A.,FINCA LA ULTIMA, CAMPO NATURAL
VIÑAS DE LUJAN S.R.L.,VIÑAS DE LUJAN,VID
BAEZ ANTONIO SIMEON / RODRIGUEZ TERESA / BAEZ OSCAR RAMON,IFAI - LOTE 169 B,CAÑA DE AZUCAR
BUNNKOWSKI ELIO MARIO,IFAI - LOTE 115,CAÑA DE AZUCAR
GOMEZ ABEL,IFAI - LOTE 153,CAÑA DE AZUCAR
MARLANDER JORGE ALFREDO / EZEQUIEL,IFAI - LOTE 7,CAÑA DE AZUCAR
MARTIN JAVIER SALOMON SAAIED,CHACRA ADAMA, NARANJA.
NUÑEZ JUAN AMERICO/MARIA ANGELICA,IFAI - LOTE E,CAÑA DE AZUCAR
SILVA ILDEMAR ELIZARDO,IFAI - LOTE 17,CAÑA DE AZUCAR
STECIUK GREGORIO ALEJANDRO,IFAI - LOTE 228,CAÑA DE AZUCAR
VALENZUELA TERESA / MAURICIO,IFAI - LOTE 137,CAÑA DE AZUCAR
"BARTUSCH, ERNESTO",AÑELO, DURAZNO
"BARTUSCH, RODOLFO",CASA (LOTE 161B),MANZANA
"MONACHESI, ALEJANDRO GABRIEL",LA CRISTINA, PERA
ANTONINO MARIA ELENA DE COSTANZI,SANTA ELENA,MANZANAS Y PERAS
"BANCO, HUGO","BANCO, HUGO",PERA
COMPAÑIA GENERAL DE FRUTAS S.A.,LA COSTA,MANZANAS Y PERAS
GARCIA MARIA NELIDA,LOS CIPRESES, MANZANA
LAINO HERMANOS S.A.,CHACRA 231,MANZANA
QUANTUM S.R.L.,CHACRA A-366,NUECES
RIBEREÑA DE RIO NEGRO S.A.,LA RIBEREÑA (I Y II),MANZANA
"URRUTIA, DARIO GABRIEL",6 DE OCTUBRE, DURAZNO
VILLARRAZA HORACIO,CHACRA N° 304, PERA
ALQUIMIA ARGENTINA SH,LA ARMONIA, OLEAGINOSAS Y LEGUMINOSAS
ALVAREZ EDUARDO MARTIN,ESTANCIA PELICANO,SESAMO
DARIO F.  ARIAS S.A.,EL BORDO DE LAS LANZAS,QUINOA
ECO AGROPECUARIA SA,SANTA MAGDALENA II, CHIA
MERCADO DANIEL OSVALDO,FINCA QUISCALORO,CHIA (SALVIA HISPANICA L)
TERMINAL DE CARGAS AEREAS SA,MIRAFLORES,CHIA
BIO AGRICULTORES S.A.,ESTANCIA EL LEONCITO, ZAPALLO
CASSAB AHUN S.R.L,FINCA DON ABRAHAM, PASAS DE UVA
DE MI CAMPO S.A.,FINCA EL ENCUENTRO, SALVIA
DE MI CAMPO S.A.,FINCA EL ENCUENTRO, INCULTO
FABRIL ALTO VERDE S.A.,"FINCA ""CEPAS""", MELON
GOMEZ PEDRO VICENTE,GRANJA TIA NORA, MEMBRILLO
ICEBERG AGRICOLA S.A.,BORGOGNO LEONARDO,ESPARRAGOS
ICEBERG AGRICOLA S.A.,GIOJA JUAN CARLOS, ALCAUCIL
ICEBERG AGRICOLA S.A.,DE VITA JUAN JESUS,ESPARRAGOS
JEWTUSZYK MIRTHA EDITH,BAUERHAUS, AJO
RIBAYA EDUARDO SANTIAGO,EL TRIUNFO - SECCION JUANITA, BORREGOS
RIBAYA EDUARDO SANTIAGO,LA BUENOS AIRES - SEC. LOS ALAMOS Y DOS HNOS.,OVEJAS
RIBAYA EDUARDO SANTIAGO,LA BUENOS AIRES - SEC. LOS ALAMOS Y DOS HNOS., BORREGAS
EL ROBLE EMPRENDIMIENTOS S.A.,CASA GRANDE, SORGO
HOISL MARCELO,DON VICENTE,MIEL
CITROMAX SACI,LAS LANZAS, INCULTO
GREEN PACK S.A.,FINCA GREEN PACK, INCULTO
INVERSIONES MARAPA SRL,FINCA LOS BICHITOS, ARANDANO
SIGSTAD JUAN,FINCA LOS PIZARROS Y FINCA SAN IGNACIO, INCULTO
ESTANCIA MARIA BEHETY S.A.,MARIA BEHETY, VAQUILLONAS
BIO GRAINS SA,BIO GRAINS SA, ACEITE DE SOJA
BIO GRAINS SA,BIO GRAINS SA,CHIA
FECHSER RICARDO MAXIMO,FECHSER RICARDO MAXIMO, AVENA ARROLLADA
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, HARINA INTEGRAL (SUPER FINA
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, GRUESA)
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, HARINA DE SOJA TOSTADA
RIVARA S.A.,EL ROSARIO (MANUBI), MAIZ
LA MECO S.R.L,LA PASCUALINA,TOMILLO
FUHRMANN S.A,LA SUSANA, CAPONES
ROSANA N. PORCU,CAMINO VIEJO,FRAMBUESA
WOLFF GUSTAVO ALFREDO,LOS NOGALES,NUEZ PECAN
ISLA PUEN SRL,ISLA PUEN,BANANO
PALMA SOLA FARMS S.R.L,PALMA SOLA, MONTE
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,FINCAS EL RENUEVO, ALGARROBO
AGROLOSANDES S.A.,AGROLOSANDES, AJO
BAMENEX S.A.,FINCA EL CARRIZAL,DESCANSO
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO, VID
CUNCO S.A.,FINCA CUNCO, AJO
SANES S.A.,FINCA LA ULTIMA,AJO
THIBAULT LEPOUTRE,FINCA CHACAYES NORTE (EX FINCA CHACAYES),UVAS PARA VINIFICAR
VALENCIA MIGUEL,LOS ALAMOS,UVAS
ESCARVADOFSKI LIZARDO TOMAS/ CERRI ORESTINA,IFAI - LOTE 1 Y 2,CAÑA DE AZUCAR
GONZALEZ MARINO/ GONZALEZ CORNELIO/ GONZALEZ SOLEDAD MARIELA,IFAI - LOTE 99,CAÑA DE AZUCAR
ROTTA  JOSE OSCAR/JOSE MARCELO,IFAI - LOTE 79 SUR,CAÑA DE AZUCAR
"BARTUSCH, RODOLFO",Nº 205 Y Nº 206, PERA
DELLA GASPERA ALDO,LA CASA,MANZANA
"SANCHEZ, DARIO OMAR",LOTE 230 A, PERA
ADRION PAUL,CHACRA HUMUS,VACAS
ADRION PAUL,CHACRA HUMUS, NOVILLOS
AGRONICA S.A.,FORTIN COPAHUE, MEGAFARDOS DE ALFALFA.
GARCIA MARIA NELIDA,CHACRA 48,MANZANA
RICCONO HORACIO C.,CHACRA NUEVA (006-03),PERAS
"COOPERATIVA DE PROVISION DE SERVICIOS PARA PRODUCTORES RURALES ""LA ESCONDIDA LTDA"".",FINCA LA ESCONDIDA,DESCANSO
EMAISA S.A.,FINCA SAN CARLOS, MONTE
ESTANCIA PAMPA GRANDE S.A.A Y C,PAMPA GRANDE,BOVINOS Y NUECES
GOMEZ PEDRO VICENTE,GRANJA TIA NORA, ALMENDRAS
GOMEZ PEDRO VICENTE,GRANJA TIA NORA, DURAZNO
FLORIN RAIMUNDO CARLOS,PIEDRA DEL AGUA, VAQUILLONAS
FUHRMANN S.A,SARAI,OVEJAS
KUMAGRO S.A.,LA CATALINA, SOJA
FINCAZUL S.A.,FINCA DON D, MONTE
LABORATORIOS FERRINI S.A.I.C.I.,LABORATORIOS FERRINI S.A.I.C.I., SERUM CONTORNO DE OJOS
BIO GRAINS SA,BIO GRAINS SA,ACEITE DE GIRASOL
GARRIDO STELLA MARIS,GARRIDO STELLA MARIS, QUESO SABORIZADO
KUMAGRO S.A.,KUMAGRO S.A.,SOJA
RODOLFO UNGARO Y CIA S.A.,ARMONIA - LAS 150 - EL MORO, TOROS
LA BUENA VIDA S.R.L.,RIO SINGUIL, AMARANTO
IANNINI S.A.,EL PICHE - SAN AMBROSIO, VACAS
FIGUEROA BUNGE MARIANO,LA EVANGELINA, GIRASOL CONFITERO
INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A.,FINCA TIMBO RIOJANA, AJI
GRUPO PEÑAFLOR SA,FINCA SANTA ROSA,VID
GONZALEZ OSVALDO MARTIN,IFAI - LOTE 15,CAÑA DE AZUCAR
TECNITERRA SACIA,CHACRA 20, PERA
DE MI CAMPO S.A.,FINCA EL ENCUENTRO, ZAPALLO
DE MI CAMPO S.A.,FINCA EL ENCUENTRO, AJENJO
GOMEZ PEDRO VICENTE,GRANJA TIA NORA, CIRUELA
GOMEZ PEDRO VICENTE,GRANJA TIA NORA, ACELGA
FLORIN RAIMUNDO CARLOS,PIEDRA DEL AGUA, TOROS
MARIO A. WINGEYER,ISLA EL PALMAR,MIEL
AGRICOLA MARES S.A.,FINCA LOS JAZMINES,ARANDANO
BIO GRAINS SA,BIO GRAINS SA, EXPELLER DE GIRASOL
BIO GRAINS SA,BIO GRAINS SA, TORTA DE SOJA
FECHSER RICARDO MAXIMO,FECHSER RICARDO MAXIMO, SOJA
KUMAGRO S.A.,KUMAGRO S.A., MAIZ PISINGALLO
HIGH DOOR S.A.,TALLO VERDE, ESPARRAGOS
MAGNO S.A.,LOTE PLANTA MANTEROS,SORGO
"CAPECE, LORENZO OSVALDO",LA ALBORADA, OLIVOS
CLEAN INVESTMENT SA,EL RETAMO,JOJOBA
BODEGAS Y VIÑEDOS BENEDETTI SRL,FINCA LA ISLA,UVAS
BECKER CARLOS LUIS,IFAI - LOTE 24,CAÑA DE AZUCAR
PEREIRA RICARDO,IFAI - LOTE 30,CAÑA DE AZUCAR
SMOLA HIPOLITO ABEL / JAKIMERSUK YOLANDA TERESA,IFAI - LOTE 119,CAÑA DE AZUCAR
FABRIL ALTO VERDE S.A.,"FINCA ""CEPAS""",VID
BIO GRAINS SA,BIO GRAINS SA, LINO
FECHSER RICARDO MAXIMO,FECHSER RICARDO MAXIMO, MIJO
JOSE MANUEL RABANEDO,JOSE MANUEL RABANEDO,CHUFA
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, FINA
PETROAGRO S.A.,LOS VASQUITOS, DESCANSO
ROLAND MOHLE/CORINA KEYMER DE MOHLE,ROCO, CILANTRO
ECA S.A.,ZONA GRAL SAN MARTIN DE RECOLECCION SILVESTRE,POMELO
CAMPOS DE LA COLONIA S.A.,FINCA LAS UVAS,VID
VITTORI ROBERTO Y VERONICA S.H.,CASTRO BARRO,VINO
"BARTUSCH, ERNESTO",FEDERICO (LOTE 92S93N), PERA
ANTIGUA SA (EX GARRIDO ROBERTO),CHACRA 216,PERA
