razon_social,establecimiento,id_depto,nombre_rubro
RIGO MARQUES GILMAR,RIGO MARQUES GILMAR,58014,PROCESAMIENTO CEREALES Y OLEAGINOSAS
CODUTTI DANIEL HUGO,CODUTTI DANIEL HUGO,58014,PROCESAMIENTO APICOLA
RIMONDINO ENRIQUE,RIMONDINO ENRIQUE,58014,PROCESAMIENTO APICOLA
HIERBAS PATAGONICAS SRL,HIERBAS PATAGONICAS SRL,58014,OTROS
PEINADURIA RIO CHUBUT S.A.,PEINADURIA RIO CHUBUT S.A.,58014,PROCESAMIENTO TEXTIL
ROSA PATAGONICA S.A.,ROSA PATAGONICA S.A.,58014,"SECADO, ACONDICIONAMIENTO, ELABORACION Y ACOPIO"
ROSA PATAGONICA S.A.,ROSA PATAGONICA S.A.,58014,"SECADO, ACONDICIONAMIENTO, ELABORACION Y ACOPIO"
SORIANO SACIFIA Y DE M,SORIANO SACIFIA Y DE M,14035,PROCESAMIENTO PRODUCTOS ORGANICOS
SORIANO SACIFIA Y DE M,SORIANO SACIFIA Y DE M,14035,PROCESAMIENTO PRODUCTOS ORGANICOS
UNILAN TRELEW S.A.,UNILAN TRELEW S.A.,14035,PROCESAMIENTO TEXTIL
BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.,BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.,62014,EXTRACCION DE MIEL
CAUPOLICAN SRL,CAUPOLICAN SRL,14035,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
DOS HERMANOS S.A.,DOS HERMANOS S.A.,14035,FRACCIONAMIENTO Y EMPAQUE DE ARROZ
ECA  SA,ECA  SA,14035,ELABORACION DE  JUGOS CONCENTRADOS Y FABRICA DE ACEITES ESENCIALES
MAGNO S.A.,MAGNO S.A.,14035,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS,14035,PROCESAMIENTO FRUTALES Y HORTALIZAS
INGENIO LA ESPERANZA S.A.,INGENIO LA ESPERANZA S.A.,14035,PROCESAMIENTO CULTIVOS INDUSTRIALES
LOGISTICAS INTEGRALES S.A.,LOGISTICAS INTEGRALES S.A.,62014,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
CLEAN INVESTMENT SA,CLEAN INVESTMENT SA,62014,EXTRACCION DE ACEITE
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,CONCESIONARIA DE FINCAS EL RENUEVO S.A.,14035,PROCESAMIENTO FRUTALES Y HORTALIZAS
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,14035,ELABORACION DE JUGOS Y BODEGA VITIVINICOLA
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,14035,BODEGA VITIVINICOLA
FUERTE DEL BAÑADO S.A.,FUERTE DEL BAÑADO S.A.,62014,PROCESAMIENTO CULTIVOS INDUSTRIALES
"GARROT, CARLOS PEDRO","GARROT, CARLOS PEDRO",14035,SECADERO DE FRUTAS
GSP EMPRENDIMIENTOS AGROPECUARIOS SA,GSP EMPRENDIMIENTOS AGROPECUARIOS SA,14035,PROCESAMIENTO CULTIVOS INDUSTRIALES
INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A.,INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A.,14035,PROCESAMIENTO FRUTALES Y HORTALIZAS
L.I.R.A. S.A.,L.I.R.A. S.A.,14035,ELABORACION DE PASAS DE UVA
L.I.R.A. S.A.,L.I.R.A. S.A.,14035,SECADO DE FRUTAS
ADETECH S.A.,ADETECH S.A.,14035,PROCESAMIENTO FRUTALES Y HORTALIZAS
ANDILLIAN SA,ANDILLIAN SA,14035,BODEGA VITIVINICOLA
ARGENTBIO S.R.L.,ARGENTBIO S.R.L.,14035,PROCESAMIENTO FRUTALES Y HORTALIZAS
AVA S.A.,AVA S.A.,14035,PROCESAMIENTO FRUTALES Y HORTALIZAS
BAMENEX S.A.,BAMENEX S.A.,14035,PROCESAMIENTO FRUTALES Y HORTALIZAS
BAMENEX S.A.,BAMENEX S.A.,14035,PROCESAMIENTO FRUTALES Y HORTALIZAS
BODEGAS Y VIÑEDOS V.O.B. S.A.,BODEGAS Y VIÑEDOS V.O.B. S.A.,14035,BODEGA VITIVINICOLA
CAMPAL S.A.,CAMPAL S.A.,14035,INDUSTRIA VITIVINICOLA
CAMPO GRANDE S.A.,CAMPO GRANDE S.A.,14035,PROCESAMIENTO FRUTALES Y HORTALIZAS
CHIMENO RUBEN W,CHIMENO RUBEN W,14035,INDUSTRIALIZACION DE FRUTAS DESECADAS
CK Y ASOCIADOS S.A.,CK Y ASOCIADOS S.A.,14035,BODEGA VITIVINICOLA
COOPERATIVA VITIVINICOLA DE MENDOZA,COOPERATIVA VITIVINICOLA DE MENDOZA,14035,BODEGA VITIVINICOLA
DOMAINE JEAN BOUSQUET  S.A.,DOMAINE JEAN BOUSQUET  S.A.,14035,BODEGA VITIVINICOLA
DOMAINE JEAN BOUSQUET  S.A.,DOMAINE JEAN BOUSQUET  S.A.,14035,BODEGA VITIVINICOLA
DOMAINE JEAN BOUSQUET S.A.,DOMAINE JEAN BOUSQUET S.A.,14035,INDUSTRIA VITIVINICOLA
ECO HOLDING S.R.L.,ECO HOLDING S.R.L.,14035,PROCESAMIENTO FRUTALES Y HORTALIZAS
EL MORO SRL,EL MORO SRL,14035,BODEGA VITIVINICOLA
EL MORO SRL,EL MORO SRL,14035,ALMACENAMIENTO
EMPRESA COMERCIAL EXPORTADORA S.A.,EMPRESA COMERCIAL EXPORTADORA S.A.,14035,BODEGA VITIVINICOLA
FENIX S.A.,FENIX S.A.,14035,PROCESAMIENTO FRUTALES Y HORTALIZAS
FINCA VON WIGSTEIN S.A.,FINCA VON WIGSTEIN S.A.,14035,BODEGA VITIVINICOLA
JUGOS AUSTRALES S.A.,JUGOS AUSTRALES S.A.,14035,FRIGORIFICO PARA  MOSTO
JUGOS AUSTRALES S.A.,JUGOS AUSTRALES S.A.,14035,FRIGORIFICO PARA  MOSTO
LA AGRICOLA S.A.,LA AGRICOLA S.A.,62014,BODEGA VITIVINICOLA
LLIHUE S.A.,LLIHUE S.A.,14035,BODEGA VITIVINICOLA
MENDOZA VINEYARDS S.A.,MENDOZA VINEYARDS S.A.,14035,FRACCIONAMIENTO DE VINO
NUEZ DE ACONCAGUA S.A.,NUEZ DE ACONCAGUA S.A.,14035,PROCESAMIENTO FRUTALES Y HORTALIZAS
OJO DE VINO SA,OJO DE VINO SA,14035,BODEGA VITIVINICOLA
OJO DE VINO SA,OJO DE VINO SA,14035,BODEGA VITIVINICOLA
OLIVARES DE DON IGNACIO S.A.,OLIVARES DE DON IGNACIO S.A.,14035,EXTRACCION DE ACEITE Y ELABORACION DE ACEITUNAS Y OTROS
PROVIVA S.R.L.,PROVIVA S.R.L.,14035,BODEGA VITIVINICOLA
PUENTE BLANCO S.A.,PUENTE BLANCO S.A.,14035,PROCESAMIENTO FRUTALES Y HORTALIZAS
PULMARY S.A.,PULMARY S.A.,14035,INDUSTRIA VITIVINICOLA
ROLLAND WINES AND CONSULTING S.A.,ROLLAND WINES AND CONSULTING S.A.,14035,INDUSTRIA VITIVINICOLA
S.A. BODEGA ENRIQUE VOLLMER - UCO VALLEY,S.A. BODEGA ENRIQUE VOLLMER - UCO VALLEY,14035,BODEGA VITIVINICOLA
VALENTIN BIANCHI SACIF,VALENTIN BIANCHI SACIF,14035,BODEGA VITIVINICOLA
VILLA ATUEL S.A.,VILLA ATUEL S.A.,14035,PROCESAMIENTO CULTIVOS INDUSTRIALES
VINECOL S.A.,VINECOL S.A.,14035,BODEGA VITIVINICOLA
VIÑAS ARGENTINAS SA,VIÑAS ARGENTINAS SA,14035,ELABORACION DE JUGO CONCENTRADO
VIÑAS DE ALTO SALVADOR S.A.V.A.I.C,VIÑAS DE ALTO SALVADOR S.A.V.A.I.C,14035,BODEGA VITIVINICOLA
VITTORI ROBERTO Y VERONICA S.H.,VITTORI ROBERTO Y VERONICA S.H.,14035,ELABORACION; FRACCIONAMIENTO; EMPAQUE; ACOPIO
COOP. AGRICOLA LTDA. RUIZ DE MONTOYA,COOP. AGRICOLA LTDA. RUIZ DE MONTOYA,14035,PROCESAMIENTO CULTIVOS INDUSTRIALES
COOPERATIVA AGRICOLA MIXTA DE MONTE CARLO LIMITADA,COOPERATIVA AGRICOLA MIXTA DE MONTE CARLO LIMITADA,14035,"SECADERO , MOLINO Y FRACCIONAMIENTO DE TE, YERBA MATE"
INGENIO SAN JAVIER,INGENIO SAN JAVIER,14035,PROCESAMIENTO CULTIVOS INDUSTRIALES
KOTH ITATI MARIA EVANGELINA,KOTH ITATI MARIA EVANGELINA,14035,PROCESAMIENTO CULTIVOS INDUSTRIALES
PARK ANNA,PARK ANNA,14035,PROCESAMIENTO CULTIVOS INDUSTRIALES
"BARTUSCH, ERNESTO ","BARTUSCH, ERNESTO ",14035,EMPAQUE DE HORTALIZAS Y FRUTAS NO CITRICAS
COMPAÑIA GENERAL DE FRUTAS S.A.,COMPAÑIA GENERAL DE FRUTAS S.A.,14035,EMPAQUE DE FRUTAS NO CITRICAS
COOPERATIVA FRUTICOLA DE NEUQUEN LTDA.,COOPERATIVA FRUTICOLA DE NEUQUEN LTDA.,14035,EMPAQUE DE FRUTAS NO CITRICAS
FRUTICULTORES UNIDOS CENTENARIO SRL,FRUTICULTORES UNIDOS CENTENARIO SRL,14035,EMPAQUE DE FRUTAS NO CITRICAS
JUGOS DEL SUR S.A.,JUGOS DEL SUR S.A.,14035,ELABORACION
LA DELICIOSA S.A.,LA DELICIOSA S.A.,14035,EMPAQUE Y FRIGORIFICO DE FRUTAS NO CITRICAS
LA DELICIOSA S.A.,LA DELICIOSA S.A.,14035,EMPAQUE Y FRIGORIFICO DE FRUTAS NO CITRICAS
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA,14035,EMPAQUE DE FRUTAS NO CITRICAS
EXPOFRUT ARGENTINA S.A.,EXPOFRUT ARGENTINA S.A.,14035,EMPAQUE DE FRUTAS NO CITRICAS
FLORES NORPATAGONICAS S.R.L.,FLORES NORPATAGONICAS S.R.L.,66014,ELABORACION DE ACEITE DE ROSA MOSQUETA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,66021,EMPAQUE Y FRIGORIFICO FRUTAS NO CITRICAS
FRUTICULTORES UNIDOS CENTENARIO SRL,FRUTICULTORES UNIDOS CENTENARIO SRL,66021,EMPAQUE Y FRIGORIFICO FRUTAS NO CITRICAS
"GREGORIO, NUMO Y NOEL WERTHEIN SA ","GREGORIO, NUMO Y NOEL WERTHEIN SA ",62091,ELABORACION DE MANZANA Y PERA DEHIDRATADA
JUGOS SA,JUGOS SA,70021,ALMACENAMIENTO Y FRIO PARA FRUTAS NO CITRICAS
JUGOS SA,JUGOS SA,62091,ALMACENAMIENTO Y FRIO PARA FRUTAS NO CITRICAS
LA CONQUISTA SRL,LA CONQUISTA SRL,70063,EMPAQUE FRUTAS NO CITRICAS
LAMPERTI HNOS S.R.L.,LAMPERTI HNOS S.R.L.,70021,PROCESAMIENTO FRUTALES Y HORTALIZAS
MARESBA SRL,MARESBA SRL,70105,EMPAQUE PARA FRUTA NO CITRICA
ORGANICOS LM S.R.L.,ORGANICOS LM S.R.L.,70063,EMPAQUE Y FRIO
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA,26077,FRIGORIFICOS PARA  FRUTAS
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA,26077,FRIGORIFICOS PARA  FRUTAS
QUANTUM S.R.L.,QUANTUM S.R.L.,26077,SECADO; PELADO; ENVASADO; ALMACENAMIENTO
BODEGAS NANNI S.A.,BODEGAS NANNI S.A.,26077,BODEGA VITIVINICOLA
DMC AGROINDUSTRIAL SRL,DMC AGROINDUSTRIAL SRL,26077,PROCESAMIENTO CEREALES Y OLEAGINOSAS
ECO AGROPECUARIA SA,ECO AGROPECUARIA SA,26077,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
GRUPO PEÑAFLOR SA,GRUPO PEÑAFLOR SA,26077,BODEGA VITIVINICOLA. ELABORACION DE MOSTO CONCENTRADO DE UVAS
PROSAL S.A.,PROSAL S.A.,70063,PROCESAMIENTO CULTIVOS INDUSTRIALES
TECNO OIL S.R.L.,TECNO OIL S.R.L.,06042,PROCESAMIENTO CEREALES Y OLEAGINOSAS
CASSAB AHUN S.R.L,CASSAB AHUN S.R.L,06196,PROCESAMIENTO FRUTALES Y HORTALIZAS
CONEXPORT S.A. (CONSORCIO EXPORTADOR),CONEXPORT S.A. (CONSORCIO EXPORTADOR),74014,ELABORACION DE MOSTO CONCENTRADO DE UVA
"GARCIA, ANTONIO","GARCIA, ANTONIO",54105,EMPAQUE DE HORTALIZAS
GRUPO PEÑAFLOR SA,GRUPO PEÑAFLOR SA,54105,ELABORACION DE JUGO CONCENTRADO
ICEBERG AGRICOLA S.A.,ICEBERG AGRICOLA S.A.,22147,PROCESAMIENTO FRUTALES Y HORTALIZAS
"MAS, MIGUEL (HUERTA ANAHATA)","MAS, MIGUEL (HUERTA ANAHATA)",54105,"BODEGA VITIVINICOLA Y ELABORACION DE  VINAGRE, MERMELADAS, HUMUS DE LOMBRIZ"
VIÑA MONTPELLIER S.A.,VIÑA MONTPELLIER S.A.,62014,ELABORACION DE MOSTO CONCENTRADO
ELABORADORES DE FRUTA S.A.,ELABORADORES DE FRUTA S.A.,86049,FRIGORIFICOS PARA  FRUTAS
LOPEZ GRACIELA M.,LOPEZ GRACIELA M.,86049,ELABORACION DE DULCES
URIEN LOZA S.A.,URIEN LOZA S.A.,86049,INDUSTRIA CARNICA
V Y V ALIMENTOS S.A.,V Y V ALIMENTOS S.A.,86049,"ELABORACION, FRACCIONAMIENTO, ALMACENAMIENTO, CONGELADO"
AGRICOLA MARES S.A.,AGRICOLA MARES S.A.,86049,PROCESAMIENTO FRUTALES Y HORTALIZAS
CITROMAX S.A.C.I,CITROMAX S.A.C.I,86049,EMPAQUE DE PRODUCTOS DE LIMON
CITROMAX SACI,CITROMAX SACI,90063,PROCESAMIENTO FRUTALES Y HORTALIZAS
CITROMAX SACI,CITROMAX SACI,46042,PROCESAMIENTO FRUTALES Y HORTALIZAS
FIDEICOMISO BERRIES DEL NOA 2005,FIDEICOMISO BERRIES DEL NOA 2005,46042,PROCESAMIENTO FRUTALES Y HORTALIZAS
FINCAZUL S.A.,FINCAZUL S.A.,46042,PROCESAMIENTO FRUTALES Y HORTALIZAS
GREEN PACK S.A.,GREEN PACK S.A.,46042,PROCESAMIENTO FRUTALES Y HORTALIZAS
INVERSIONES MARAPA SRL,INVERSIONES MARAPA SRL,50091,PROCESAMIENTO FRUTALES Y HORTALIZAS
JUAN SIGSTAD S.R.L.,JUAN SIGSTAD S.R.L.,18056,PROCESAMIENTO FRUTALES Y HORTALIZAS
KINGBERRY S.A.,KINGBERRY S.A.,30070,PROCESAMIENTO FRUTALES Y HORTALIZAS
MULTIFRUT S.R.L.,MULTIFRUT S.R.L.,18091,PROCESAMIENTO CEREALES Y OLEAGINOSAS
NURISTAN S.A.,NURISTAN S.A.,54105,PROCESAMIENTO FRUTALES Y HORTALIZAS
TIERRA DE ARANDANOS SRL.,TIERRA DE ARANDANOS SRL.,58014,PROCESAMIENTO FRUTALES Y HORTALIZAS
VALDES S.R.L.,VALDES S.R.L.,14035,ELABORACION Y ENVASADO
ANDILLIAN SA,ANDILLIAN SA,14035,SIN DEFINIR
CHARGEURS WOOL ARGENTINA S.A.,CHARGEURS WOOL ARGENTINA S.A.,14035,SIN DEFINIR
DANIEL ORLANDO BAZAN RICHIBUT,DANIEL ORLANDO BAZAN RICHIBUT,14035,SIN DEFINIR
EMECINCO SA,EMECINCO SA,66021,SIN DEFINIR
ESTABLEC. TEXTILES ITUZAINGO S.A.C.F.I.,ESTABLEC. TEXTILES ITUZAINGO S.A.C.F.I.,66021,SIN DEFINIR
FDB AGROEXPORT S.A.,FDB AGROEXPORT S.A.,26077,SIN DEFINIR
FLOTOM SRL,FLOTOM SRL,26077,SIN DEFINIR
ECO HOLDING S.R.L.,ECO HOLDING S.R.L.,90063,SIN DEFINIR
FOWLER S.A.,FOWLER S.A.,14035,SIN DEFINIR
GALATIC SA,GALATIC SA,14035,SIN DEFINIR
HONEY & GRAINS SRL,HONEY & GRAINS SRL,54105,SIN DEFINIR
HONEY THINGS SA,HONEY THINGS SA,14035,SIN DEFINIR
IDALTEK SA,IDALTEK SA,54105,SIN DEFINIR
MAOAR S.R.L.,MAOAR S.R.L.,18056,SIN DEFINIR
ONSIBON S.A.,ONSIBON S.A.,14035,SIN DEFINIR
PAMPA STORE S.A.,PAMPA STORE S.A.,14035,SIN DEFINIR
PHOENICIAN TRADING S.A.,PHOENICIAN TRADING S.A.,38063,SIN DEFINIR
SONY ARGENTINA S.A.,SONY ARGENTINA S.A.,46042,SIN DEFINIR
TREVISUR SA,TREVISUR SA,70084,SIN DEFINIR
UNILAN TRELEW S.A.,UNILAN TRELEW S.A.,10098,SIN DEFINIR
AGRICOLA EL HORIZONTE SA,AGRICOLA EL HORIZONTE SA,62014,SIN DEFINIR
BIOMAC S.R.L.,BIOMAC S.R.L.,14035,SIN DEFINIR
D SOLANS Y OTROS SA,D SOLANS Y OTROS SA,14140,SIN DEFINIR
EARLY CROP S.A.,EARLY CROP S.A.,30070,SIN DEFINIR
EXPOFRESH S.A.,EXPOFRESH S.A.,54105,SIN DEFINIR
HORTIFRUT EXPOFRESH S.A.,HORTIFRUT EXPOFRESH S.A.,54105,SIN DEFINIR
INC S.A.,INC S.A.,54105,SIN DEFINIR
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL,54105,SIN DEFINIR
SECOMEX SRL,SECOMEX SRL,54105,SIN DEFINIR
SOYAPAMPA SA,SOYAPAMPA SA,54105,SIN DEFINIR
CONOSUR FOODS ARGENTINA S.A.,CONOSUR FOODS ARGENTINA S.A.,54105,SIN DEFINIR
JL SA,JL SA,54105,SIN DEFINIR
LORENZATI RUETSCH Y CIA. S.A.,LORENZATI RUETSCH Y CIA. S.A.,54105,SIN DEFINIR
LORENZO PERLO Y CIA SA,LORENZO PERLO Y CIA SA,54105,SIN DEFINIR
NUTRIN SA,NUTRIN SA,54105,SIN DEFINIR
PRONUT S.R.L.,PRONUT S.R.L.,54105,SIN DEFINIR
PRONUT SRL,PRONUT SRL,54105,SIN DEFINIR
LEMPRIERE S.A.,LEMPRIERE S.A.,14035,SIN DEFINIR
CAUPOLICAN SRL,CAUPOLICAN SRL,14035,SIN DEFINIR
NEOFARMS S.R.L.,NEOFARMS S.R.L.,14035,SIN DEFINIR
AGRO RUGGERI S.A.,AGRO RUGGERI S.A.,62014,SIN DEFINIR
BIOFRATER SA,BIOFRATER SA,14035,SIN DEFINIR
HACIENDA TUPUNGATO SA,HACIENDA TUPUNGATO SA,14035,SIN DEFINIR
LEA SA,LEA SA,14035,SIN DEFINIR
VIÑAS DE LUJAN S.R.L.,VIÑAS DE LUJAN S.R.L.,14035,SIN DEFINIR
SOCIEDAD ARGENTINA PARA NUEVOS  EMPRENDIMIENTOS S.A. (SANESA),SOCIEDAD ARGENTINA PARA NUEVOS  EMPRENDIMIENTOS S.A. (SANESA),14035,SIN DEFINIR
AGRO ROCA SA,AGRO ROCA SA,14035,SIN DEFINIR
ALQUIMIA ARGENTINA SH,ALQUIMIA ARGENTINA SH,14035,SIN DEFINIR
AGRO ALLIUM SA,AGRO ALLIUM SA,50091,SIN DEFINIR
TRADING SUR S.A.,TRADING SUR S.A.,62091,SIN DEFINIR
CARRIZO ARQUIMEDES R.T.,CARRIZO ARQUIMEDES R.T.,62091,SIN DEFINIR
DUCK BABY S.R.L.,DUCK BABY S.R.L.,70063,SIN DEFINIR
FUTURE FIRE S.A.,FUTURE FIRE S.A.,06042,SIN DEFINIR
GONZALEZ MARIANO ANGEL,GONZALEZ MARIANO ANGEL,74014,PROCESAMIENTO CEREALES Y OLEAGINOSAS
RIVARA S.A.,RIVARA S.A.,70063,PROCESAMIENTO CEREALES Y OLEAGINOSAS
UTE BV S.A.,UTE BV S.A.,22147,PROCESAMIENTO FRUTALES Y HORTALIZAS
FOWLER S.A.,FOWLER S.A.,14035,PROCESAMIENTO TEXTIL
LEMPRIERE S.A.,LEMPRIERE S.A.,26077,PROCESAMIENTO TEXTIL
BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.,BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.,54105,EXTRACCION DE MIEL
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,54105,INDUSTRIA VITIVINICOLA
BIO AGRICULTORES S.A.,BIO AGRICULTORES S.A.,54105,PROCESAMIENTO FRUTALES Y HORTALIZAS
DOMAINE JEAN BOUSQUET  S.A.,DOMAINE JEAN BOUSQUET  S.A.,54105,BODEGA VITIVINICOLA
ESTABLECIMIENTOS VITIVINICOLAS ESCORIHUELA S.A.,ESTABLECIMIENTOS VITIVINICOLAS ESCORIHUELA S.A.,54105,BODEGA VITIVINICOLA
PEDRO Y JORGE CECCHIN S.R.L.,PEDRO Y JORGE CECCHIN S.R.L.,14035,INDUSTRIA VITIVINICOLA
PRUGNA SRL,PRUGNA SRL,14035,PROCESAMIENTO FRUTALES Y HORTALIZAS
SANES S.A.,SANES S.A.,14035,PROCESAMIENTO FRUTALES Y HORTALIZAS
SENAREGA NELSON MARIO,SENAREGA NELSON MARIO,66021,PROCESAMIENTO FRUTALES Y HORTALIZAS
SOLANDES S.A.,SOLANDES S.A.,06532,INDUSTRIA VITIVINICOLA
SONIA Y LILIANA FERRO S.H.,SONIA Y LILIANA FERRO S.H.,26077,INDUSTRIALIZACION DE FRUTAS DESECADAS
LA DELICIOSA S.A.,LA DELICIOSA S.A.,10098,EMPAQUE Y FRIGORIFICO DE FRUTAS NO CITRICAS
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA,62091,FRIGORIFICOS PARA  FRUTAS
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA,70105,EMPAQUE DE FRUTAS NO CITRICAS
PRIMERA COOPERATIVA FRUTICOLA DE GENERAL ROCA LTDA.,PRIMERA COOPERATIVA FRUTICOLA DE GENERAL ROCA LTDA.,54105,EMPAQUE DE FRUTAS NO CITRICAS
CONEXPORT S.A. (CONSORCIO EXPORTADOR),CONEXPORT S.A. (CONSORCIO EXPORTADOR),54105,ELABORACION DE MOSTO CONCENTRADO DE UVA
GRUPO PEÑAFLOR SA,GRUPO PEÑAFLOR SA,58014,BODEGA VITIVINICOLA. ELABORACION DE MOSTO CONCENTRADO DE UVAS
PEREZ RAUL ARIEL,PEREZ RAUL ARIEL,54105,EXTRACCION Y FRACCIONAMIENTO DE MIEL
IMPORTADORA DEL CARMEN S.A.,IMPORTADORA DEL CARMEN S.A.,14035,PROCESAMIENTO CEREALES Y OLEAGINOSAS
ARGENTBIO S.R.L.,ARGENTBIO S.R.L.,54105,SIN DEFINIR
BIO GRAINS SA,BIO GRAINS SA,58014,SIN DEFINIR
GOLONDRINA TRADING SRL,GOLONDRINA TRADING SRL,14035,SIN DEFINIR
INTERRUPCION S.A.,INTERRUPCION S.A.,06770,SIN DEFINIR
KINGBERRY S.A.,KINGBERRY S.A.,54119,SIN DEFINIR
LABORATORIO ELEA S.A.C.I.F Y A.,LABORATORIO ELEA S.A.C.I.F Y A.,06770,SIN DEFINIR
LARTIRIGOYEN Y CIA S.A.,LARTIRIGOYEN Y CIA S.A.,06770,SIN DEFINIR
MOÑO AZUL SACYA,MOÑO AZUL SACYA,06770,SIN DEFINIR
ARECO SEMILLAS S.A.,ARECO SEMILLAS S.A.,06161,SIN DEFINIR
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L.,06210,SIN DEFINIR
PRODUCTOS AFER IMPORTADORA Y EXPORTADORA SA,PRODUCTOS AFER IMPORTADORA Y EXPORTADORA SA,06161,SIN DEFINIR
SOYAPAMPA S.A.,SOYAPAMPA S.A.,06210,SIN DEFINIR
JL S.A.,JL S.A.,06210,SIN DEFINIR
LA MECO S.R.L,LA MECO S.R.L,06210,SIN DEFINIR
NUTRIN S.A.,NUTRIN S.A.,54119,SIN DEFINIR
TRANSPORTE 9 DE JULIO S.A.,TRANSPORTE 9 DE JULIO S.A.,62049,SIN DEFINIR
FIDEICOMISO SANTA RITA,FIDEICOMISO SANTA RITA,06770,SIN DEFINIR
TRES WINES S.A.,TRES WINES S.A.,10070,SIN DEFINIR
COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,70028,SIN DEFINIR
COOPERATIVA AGRICOLA MIXTA DE MONTECARLO LIMITADA,COOPERATIVA AGRICOLA MIXTA DE MONTECARLO LIMITADA,10070,SIN DEFINIR
PRODUCTORES ARGENTINOS INTEGRADOS S.A.,PRODUCTORES ARGENTINOS INTEGRADOS S.A.,10070,SIN DEFINIR
ECO FOOD SRL,ECO FOOD SRL,10070,SIN DEFINIR
CATASUS ANCHORENA ANDRES RAMON,CATASUS ANCHORENA ANDRES RAMON,06770,SIN DEFINIR
MOYCO SRL,MOYCO SRL,10070,SIN DEFINIR
BIOLIVE S.A.,BIOLIVE S.A.,66133,PROCESAMIENTO CULTIVOS INDUSTRIALES
LA LOMA ALIMENTOS S.A.,LA LOMA ALIMENTOS S.A.,66133,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
BODEGA ARGENTO S.A.,BODEGA ARGENTO S.A.,66133,BODEGA VITIVINICOLA
BODEGAS Y VIÑEDOS V.O.B. S.A.,BODEGAS Y VIÑEDOS V.O.B. S.A.,10070,BODEGA VITIVINICOLA
R6 LA GUEVARINA S.A.,R6 LA GUEVARINA S.A.,66133,PROCESADO Y ENVASADO DE HORTALIZAS
CUATRO CAMINOS S.R.L.,CUATRO CAMINOS S.R.L.,66133,PROCESAMIENTO CULTIVOS INDUSTRIALES
COOPERATIVA FRUTICOLA DE NEUQUEN LTDA.,COOPERATIVA FRUTICOLA DE NEUQUEN LTDA.,10070,EMPAQUE DE FRUTAS NO CITRICAS
AGRICO.AR S.A.,AGRICO.AR S.A.,66133,EMPAQUE Y FRIGORIFICO DE FRUTAS NO CITRICAS
SARALEGUY SANDRO SERGIO,SARALEGUY SANDRO SERGIO,66133,EMPAQUE Y FRIO
RINCON AMARILLO S.A.,RINCON AMARILLO S.A.,14133,FRACCIONAMIENTO
RINCON AMARILLO S.A.,RINCON AMARILLO S.A.,14133,SECADERO DE FRUTAS
HOISL MARCELO,HOISL MARCELO,14133,EXTRACCION Y FRACCIONAMIENTO DE MIEL
FENIX FRUIT CONCENTRATES S.A.,FENIX FRUIT CONCENTRATES S.A.,14133,SIN DEFINIR
"BARTUSCH, ERNESTO ","BARTUSCH, ERNESTO ",14133,SIN DEFINIR
PACTA S.R.L.,PACTA S.R.L.,14133,SIN DEFINIR
INGENIO LA ESPERANZA S.A.,INGENIO LA ESPERANZA S.A.,14133,PROCESAMIENTO CULTIVOS INDUSTRIALES
BEAU LIEU S.A.,BEAU LIEU S.A.,14133,BODEGA VITIVINICOLA
EL MORO SRL,EL MORO SRL,14133,BODEGA VITIVINICOLA
